Type,VIN,Year,Make,Body,Doors,Int_Color_Generic,Transmission,Miles,SellingPrice,Ext_Color_Generic,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,PassengerCapacity
New,NXK5K3UW7Y3A2B0W0,2023,Hyundai,4dr Car,4,Black,Manual,0,26498,Black,FWD,Gasoline Fuel,22,31,5
New,FGY1466SC22K5PVZV,2023,BMW,4dr Car,4,,Automatic,0,26898,Black,RWD,Hybrid Fuel,,,5
Used,M91F5M30MK4J3DB11,2021,Jaguar,Sport Utility,4,,Automatic,21458,26898,Gray,AWD,Gasoline Fuel,20,26,5
Used,2RXDTUV5P2AZ5XG0D,2023,Cadillac,Sport Utility,4,Black,Automatic,3509,26997,Green,FWD,Gasoline Fuel,19,26,5
Used,1HS5UTWHNSZDXWBKW,2022,Honda,Sport Utility,4,Tan,Automatic,30121,26997,,FWD,Gasoline Fuel,20,27,8
Used,Z82GLVXU9TL9K2H26,2022,Alfa Romeo,Sport Utility,4,Black,Automatic,20490,26997,Black,AWD,Gasoline Fuel,22,28,5
Used,GJTNCF14E1Z5G0CN1,2023,Dodge,Sport Utility,4,Black,Automatic,16445,26997,Black,RWD,Gasoline Fuel,19,26,7
Used,F18C2DZ9FXV9G6PUT,2024,BMW,4dr Car,4,Black,Automatic,18138,26997,Black,FWD,Gasoline Fuel,24,34,5
New,37326YX8A8GFXN58G,2021,Hyundai,Sport Utility,4,Tan,Automatic,0,26998,Red,AWD,Gasoline Fuel,19,24,7
New,RFPJ6NXE87N6SN4AZ,2023,BMW,Sport Utility,4,Black,Automatic,0,26998,Black,FWD,Gasoline Fuel,24,32,5
Used,U447VJJZ5Z7TL9BDK,2018,Land Rover,Sport Utility,4,Black,Automatic,28254,26998,Gray,4WD,Gasoline Fuel,18,24,5
New,1R9SKU9LCLPGRCPNM,2021,INFINITI,4dr Car,4,Brown,Automatic,0,26998,Black,AWD,Gasoline Fuel,19,27,5
Used,KD2ZAXGBU385HLCV2,2022,Mercedes-Benz,Sport Utility,4,Black,Automatic,32036,26998,Gray,FWD,Gasoline Fuel,24,32,5
Used,5EZACMJEY1A8VARZD,2018,Ford,2dr Car,2,Black,Manual,59851,26998,Black,RWD,Gasoline Fuel,15,25,4
New,M6E0DTGS4JHNMKKBG,2021,Honda,"Mini-van, Passenger",4,Black,Automatic,0,26998,Black,FWD,Gasoline Fuel,19,28,8
Used,USU1F4C44G815JVPU,2022,Nissan,Sport Utility,4,Gray,Automatic,38370,26998,Black,FWD,Gasoline Fuel,21,26,8
New,D7BGSD6C7WXFLXVW2,2023,BMW,4dr Car,4,Black,Automatic,0,26998,Black,RWD,Hybrid Fuel,24,31,5
Used,ZTR7S5ACJ40A14MWE,2021,BMW,Sport Utility,4,Black,Automatic,62620,26998,Black,RWD,Hybrid Fuel,21,26,5
Used,517NMHNU6W22YKS2M,2023,BMW,Sport Utility,4,Black,Automatic,9797,26998,Black,AWD,Gasoline Fuel,25,34,5
New,VKH4C9MWNSUXHAGW3,2023,Kia,Sport Utility,4,Gray,Automatic,0,26998,White,FWD,Electric Fuel System,126,101,5
Used,EENALK3AH3B2HTPL0,2022,Ford,Extended Cab Pickup,4,Black,Automatic,58150,26998,White,4WD,Gasoline Fuel,16,22,6
Used,ETBGHW0TBR44HVXYH,2022,Dodge,Sport Utility,4,Black,Automatic,35174,26998,White,AWD,Gasoline Fuel,18,25,7
New,JL085D6K0RYFML28N,2021,Honda,4dr Car,4,Black,Variable,0,26998,Black,FWD,Hybrid Fuel,44,41,5
Used,462S35C4GBBLX9HZ2,2024,Kia,4dr Car,4,Black,Automatic,6324,26998,Red,FWD,Gasoline Fuel,27,37,5
New,FD3XZ73ME1ZUM9ZJF,2023,Ram,Crew Cab Pickup,4,Black,Automatic,0,26998,Blue,RWD,Gasoline Fuel,17,25,6
New,GWUMR92JNH56P5RG6,2022,Ram,Crew Cab Pickup,4,Gray,Automatic,0,26998,Silver,RWD,Gasoline Fuel,15,22,6
Used,JFSZF8EULA6NNYC2P,2021,BMW,4dr Car,4,Black,Automatic,20266,27198,Black,AWD,Gasoline Fuel,25,34,5
Used,10LE65CWWEVW81060,2022,Hyundai,Sport Utility,4,Black,Automatic,60124,27298,Red,FWD,Gasoline Fuel,19,26,7
New,AK37UERZRS55J0Z5P,2018,Mercedes-Benz,Sport Utility,4,Black,Automatic,0,27298,White,AWD,Gasoline Fuel,17,23,5
Used,SR4BP81350A1SAV36,2021,Dodge,Sport Utility,4,Black,Automatic,59618,27298,Black,RWD,Gasoline Fuel,14,22,7
Used,VL4Z6WKEURTG4NU84,2022,Ford,Crew Cab Pickup,4,Black,Automatic,8207,27497,White,RWD,Gasoline Fuel,17,24,6
Used,413YMC9TKYY1LCD3S,2018,Mercedes-Benz,Convertible,2,Brown,Automatic,61354,27498,White,RWD,Gasoline Fuel,20,26,4
New,WG7TH3TRFVS8DDRWB,2021,Dodge,4dr Car,4,Black,Automatic,0,27498,Black,RWD,Gasoline Fuel,15,24,5
New,Z4301824UM14VYZRK,2021,Chevrolet,Crew Cab Pickup,4,Black,Automatic,0,27498,White,4WD,Gasoline Fuel,15,20,6
Used,UT9NMKMNL8DWLFMMV,2019,Porsche,Sport Utility,4,Black,Automatic,77100,27498,Black,AWD,Gasoline Fuel,19,23,5
Used,1HJ38GBGY5KDZ7RM6,2018,Toyota,Crew Cab Pickup,4,Black,Automatic,78857,27498,Gray,RWD,Gasoline Fuel,19,24,5
Used,E6AC0PW97M9MXFTU5,2024,Honda,4dr Car,4,Black,Variable,20336,27498,White,FWD,Hybrid Fuel,46,41,5
New,J7GZPAK7ZAVLH00R7,2023,Kia,4dr Car,4,Black,Automatic,0,27498,Red,RWD,Gasoline Fuel,22,32,5
New,E1DJKYTJ75K2NXHVZ,2024,Nissan,Sport Utility,4,Gray,Variable,0,27498,Gray,FWD,Gasoline Fuel,20,28,5
Used,H28F9VR8K9ZRSZH21,2020,Ford,2dr Car,2,Black,Automatic,39516,27498,Black,RWD,Gasoline Fuel,15,24,4
Used,VWYH78N8213SDGEZJ,2020,Ford,2dr Car,2,Black,Manual,41550,27498,Black,RWD,Gasoline Fuel,15,24,4
Used,JGW9P1AR68VEMDP04,2021,Toyota,Crew Cab Pickup,4,,Automatic,19878,27498,Black,4WD,Gasoline Fuel,18,22,5
Used,SHNSW0TST8FL45YAB,2021,Audi,Sport Utility,4,Black,Automatic,71977,27498,Gray,AWD,Gasoline Fuel,18,24,5
Used,N4R0A34GF4GS5B74J,2023,Kia,Sport Utility,4,Black,Automatic,22102,27498,Gray,RWD,Electric Fuel System,134,101,5
Used,WNRD5X9YD1005UTM9,2021,Honda,Sport Utility,4,Gray,Automatic,25315,27498,,FWD,Gasoline Fuel,20,25,5
New,27MGVLDPR82NYZMVS,2021,Chevrolet,Crew Cab Pickup,4,Black,Automatic,0,27498,White,4WD,Gasoline Fuel,15,20,6
Used,JNC33LG8R90GKENXS,2019,Toyota,Crew Cab Pickup,4,Gray,Automatic,56234,27498,Gray,RWD,Gasoline Fuel,19,24,5
Used,ZPJ4J78LMP4T1CVNW,2019,Ford,Crew Cab Pickup,4,Gray,Automatic,64327,27498,Red,4WD,Gasoline Fuel,18,23,6
Used,UX3B9F1A8D0UKUMZA,2021,INFINITI,Sport Utility,4,Gray,Automatic,66054,27798,Black,RWD,Gasoline Fuel,14,20,7
New,B5KML6V8YDR23RK8K,2024,Nissan,Sport Utility,4,Gray,Variable,0,27798,White,FWD,Gasoline Fuel,20,28,5
Used,L7U1MBMC3RZHFBK87,2022,Chevrolet,Crew Cab Pickup,4,Black,Automatic,60965,27898,White,4WD,Gasoline Fuel,17,20,6
Used,JA2CZKBD8H9BG66PK,2022,Ford,Regular Cab Pickup,2,Gray,Automatic,17502,27997,White,RWD,Gasoline Fuel,,,2
Used,HWHE85UR2AKSPW4PH,2021,Chevrolet,Crew Cab Pickup,4,Black,Automatic,35893,27997,Gray,4WD,Gasoline Fuel,16,18,5
New,GMP3UWLD9A4LZS3TH,2021,Mercedes-Benz,"Mini-van, Passenger",4,Black,Automatic,0,27998,Gray,RWD,Gasoline Fuel,18,22,7
Used,PMM1T2ZR0DMMM7C54,2021,Land Rover,Sport Utility,4,Black,Automatic,34255,27998,,AWD,Gasoline Fuel,20,27,5
Used,U3AHD24TC7ZA93DPJ,2021,Jeep,Crew Cab Pickup,4,Black,Automatic,31324,27998,Black,4WD,Gasoline Fuel,17,22,5
New,4163296XWRS9ZPZE9,2021,Jaguar,Sport Utility,4,,Automatic,0,27998,Gray,AWD,Hybrid Fuel,21,26,5
Used,CGHSLRL9TND1MUL27,2021,Ford,Extended Cab Pickup,4,Black,Automatic,43412,27998,Gray,4WD,Gasoline Fuel,18,24,6
Used,FYSEYL5SAXAXPELJT,2023,Mercedes-Benz,Sport Utility,4,Black,Automatic,6461,27998,White,FWD,Electric Fuel System,,,5
Used,4U4BA2NA956TP51FH,2023,Mazda,Sport Utility,4,Black,Automatic,12116,27998,Blue,AWD,Gasoline Fuel,20,26,6
New,GNDH4W0EYVD9RDZTP,2021,Honda,Sport Utility,4,Black,Automatic,0,27998,White,FWD,Gasoline Fuel,20,27,8
New,J9CMVJH6NCJS3H32Y,2021,Ram,Crew Cab Pickup,4,Gray,Automatic,0,27998,Black,4WD,Hybrid Fuel,19,24,6
New,ZWCD4VB3J118SXGXD,2022,Honda,Sport Utility,4,Tan,Automatic,0,27998,White,AWD,Gasoline Fuel,19,26,8
New,CGP5UGHKC8MGD6AHL,2023,Hyundai,4dr Car,4,Black,Automatic,0,27998,Green,RWD,Electric Fuel System,129,105,5
Used,T3UHB0LGKT3RYZDNK,2021,Jeep,Convertible,4,Black,Automatic,39726,27998,Black,4WD,Gasoline Fuel,20,24,5
Used,FGP0FWD8YJCKP8PYM,2021,Volkswagen,Sport Utility,4,Black,Automatic,45558,27998,Gray,AWD,Gasoline Fuel,17,23,5
New,CD7P6LXF0TNDVWEBW,2021,Jeep,Convertible,4,Black,Automatic,0,27998,Black,4WD,Gasoline Fuel,20,24,5
Used,RX7F29X9FGWK69L4Z,2023,BMW,4dr Car,4,Black,Automatic,31809,27998,Black,RWD,Hybrid Fuel,,,5
Used,U8SCC5KT6VHBG4SLS,2023,Ram,Crew Cab Pickup,4,Black,Automatic,30316,27998,Silver,4WD,Gasoline Fuel,15,20,6
Used,W61RST1XYTRCFSDAL,2023,Hyundai,Sport Utility,4,Gray,Automatic,15628,27998,Blue,AWD,Electric Fuel System,110,87,5
New,R3NXCCUCEP5ZYYC9L,2018,Chevrolet,Crew Cab Pickup,4,Gray,Automatic,0,27998,Blue,RWD,Gasoline Fuel,16,23,6
Used,3NMJNMVV1XX9YX6HY,2021,Jeep,Crew Cab Pickup,4,Black,Automatic,50083,27998,White,4WD,Gasoline Fuel,17,22,5
New,C7A7EWWGG7PY6U6LN,2021,Jeep,Convertible,4,Black,Automatic,0,27998,Gray,4WD,Gasoline Fuel,20,24,5
Used,R1VNP36BZXJWSKSP4,2019,Chevrolet,Convertible,2,Black,Automatic,18735,28497,Silver,RWD,Gasoline Fuel,16,27,4
Used,KPL3NAX58H7JXP6HZ,2024,Hyundai,Sport Utility,4,Gray,Automatic,3767,28498,Black,AWD,Electric Fuel System,,,5
Used,HFFKXANLJDP1R9JLZ,2022,INFINITI,2dr Car,2,Gray,Automatic,22629,28498,White,RWD,Gasoline Fuel,19,28,4
Used,EVCHAJZX2F4W9NH92,2022,Volkswagen,Sport Utility,4,Black,Automatic,41313,28498,White,AWD,Gasoline Fuel,17,23,7
Used,L9B1HVUPL0YFT27UP,2021,Jeep,Convertible,4,Black,Automatic,26947,28498,Gray,4WD,Gasoline Fuel,20,24,5
New,CKLYA07C0TNHA3Z8X,2022,Ford,Crew Cab Pickup,4,Black,Automatic,0,28498,Silver,4WD,Gasoline Fuel,16,22,6
Used,VZKW5P3X77WSP6DGU,2020,Land Rover,Sport Utility,4,,Automatic,57751,28498,Red,4WD,Gasoline Fuel,18,24,5
New,2TPUEF3C212P0MRCK,2021,Land Rover,Sport Utility,4,Blue,Automatic,0,28498,Blue,4WD,Hybrid Fuel,19,24,5
New,RTZSDARG4LDEGDRX0,2021,Toyota,Crew Cab Pickup,4,,Automatic,0,28498,Silver,4WD,Gasoline Fuel,18,22,5
New,1UJF9BPU0FP8UX1PK,2020,Land Rover,Sport Utility,4,,Automatic,0,28498,Black,4WD,Gasoline Fuel,21,27,5
Used,ZH23PY57803B2LGUF,2020,Ram,Crew Cab Pickup,4,Black,Automatic,37879,28498,Black,4WD,Gasoline Fuel,15,21,6
New,V1R8J41X99739U4H0,2020,Ford,Crew Cab Pickup,4,Gray,Automatic,0,28498,Red,RWD,Gasoline Fuel,17,23,6
New,WKBSHG2MLEPWWVM82,2021,Audi,Sport Utility,4,Black,Automatic,0,28498,Gray,AWD,Hybrid Fuel,23,28,5
New,U5LMBFMF1JWAU8ZZS,2023,Nissan,Sport Utility,4,Gray,Automatic,0,28498,White,AWD,Electric Fuel System,,,5
Used,42MBYKTVDFDH13JTA,2023,Nissan,Sport Utility,4,Gray,Automatic,9593,28498,White,AWD,Electric Fuel System,,,5
Used,JXXRPH62TYY1YNT0C,2021,Ford,Crew Cab Pickup,4,,Automatic,54659,28498,Black,4WD,Gasoline Fuel,19,22,6
Used,XCDTL4YJ2ETEWZG56,2022,Jaguar,Sport Utility,4,,Automatic,29052,28698,Gray,AWD,Hybrid Fuel,21,26,5
Used,ZAZPXAZ9PTR3DWYYL,2022,Ford,Crew Cab Pickup,4,Black,Automatic,78626,28798,White,4WD,Gasoline Fuel,16,22,6
Used,XL4S4K2GYG6PV6THH,2020,Chevrolet,Crew Cab Pickup,4,Black,Automatic,77079,28898,Red,4WD,Diesel Fuel,23,29,6
Used,ZNS0VFD3K20PC03FT,2023,Chevrolet,Sport Utility,4,Black,Automatic,25289,28997,Gray,FWD,Gasoline Fuel,18,27,7
New,4BHBDN095EBS363HM,2022,Chevrolet,Crew Cab Pickup,4,Black,Automatic,0,28997,White,RWD,Gasoline Fuel,19,22,6
Used,C6SWXFEE78V9Z2G69,2020,Mercedes-Benz,Sport Utility,4,Gray,Automatic,66775,28998,White,RWD,Gasoline Fuel,19,26,5
New,119AE4TJWLLBN9XT9,2021,Audi,4dr Car,4,Black,Automatic,0,28998,Black,AWD,Hybrid Fuel,23,31,5
Used,N0A4CKG1K5KMSKE21,2021,Ford,Crew Cab Pickup,4,Black,Automatic,46515,28998,Gray,4WD,Gasoline Fuel,18,24,6
New,B4HXFB07TG4EAS1TB,2022,Acura,Sport Utility,4,,Automatic,0,28998,Blue,AWD,Gasoline Fuel,21,27,5
Used,ZFHJT13ZP07B6R92X,2021,Chevrolet,Crew Cab Pickup,4,Black,Automatic,65130,28998,White,RWD,Gasoline Fuel,17,23,6
Used,JAHX7V21RPRZK2895,2023,Hyundai,Crew Cab Pickup,4,Gray,Automatic,30905,28998,Gray,AWD,Gasoline Fuel,19,27,5
Used,J7NXX800SBLJT9116,2020,Chevrolet,Crew Cab Pickup,4,Black,Automatic,75057,28998,Silver,4WD,Gasoline Fuel,16,22,6
Used,RSHDJ53J81VVGCZ7U,2024,BMW,4dr Car,4,Black,Automatic,17875,28998,Gray,FWD,Gasoline Fuel,24,34,5
Used,B0ZG1W5SJ3XPNHWEJ,2023,Nissan,Crew Cab Pickup,4,Black,Automatic,33940,28998,White,4WD,Gasoline Fuel,15,21,6
Used,E86PT6XJEDS2PK4RJ,2021,Land Rover,Sport Utility,4,,Automatic,37124,28998,Black,AWD,Gasoline Fuel,20,27,5
New,2JAHW9XL0KYSPCHV6,2021,Jeep,Convertible,4,Black,Automatic,0,28998,White,4WD,Hybrid Fuel,20,24,5
Used,22F2JU8V30UR2BLLT,2021,Jaguar,Sport Utility,4,Tan,Automatic,48094,28998,Gray,AWD,Gasoline Fuel,22,27,5
Used,TMF0YRF3T7V573FE7,2023,Audi,Sport Utility,4,Black,Automatic,35219,28998,Black,AWD,Hybrid Fuel,23,29,5
New,HVDFUH5DCA0LVUTGE,2022,INFINITI,Sport Utility,4,Gray,Variable,0,28998,Gray,AWD,Gasoline Fuel,22,28,5
New,WSB16ZNVSX1HGWRGD,2021,Ford,Extended Cab Pickup,4,Tan,Automatic,0,28998,Blue,RWD,Gasoline Fuel,20,26,6
Used,HFVM3HW94SYL4CP7J,2021,Jeep,Convertible,4,Black,Automatic,35191,28998,Black,4WD,Hybrid Fuel,20,24,5
Used,XR2UF1NA1NYDED013,2020,Ram,Crew Cab Pickup,4,Black,Automatic,60179,28998,Blue,4WD,Gasoline Fuel,17,22,6
Used,XC0U2H8U9YEUFS6A6,2022,Chevrolet,Crew Cab Pickup,4,Black,Automatic,73545,28998,Red,4WD,Gasoline Fuel,17,20,6
New,XMZL88BXLN6LD5CDA,2022,Chevrolet,Crew Cab Pickup,4,Black,Automatic,0,28998,Gray,RWD,Gasoline Fuel,19,22,6
Used,HEU6D5JDTLJA8X3X0,2021,Ram,Crew Cab Pickup,4,Black,Automatic,24375,28998,Gray,4WD,Hybrid Fuel,19,24,6
Used,TV1FAKXMCWU1HDYF3,2021,Jeep,Convertible,4,Black,Automatic,20820,28998,Green,4WD,Gasoline Fuel,20,24,5
Used,BF5E1WDKJT7X6ZA1F,2023,Hyundai,Sport Utility,4,Gray,Automatic,11800,28998,Silver,FWD,Gasoline Fuel,22,28,5
New,ZMV8VDJAS16C6BKMW,2021,Ford,Crew Cab Pickup,4,Black,Automatic,0,29298,,4WD,Gasoline Fuel,18,24,6
Used,DXLB7CVABFNCPAX8J,2021,Toyota,Crew Cab Pickup,4,,Automatic,32107,29298,Gray,4WD,Gasoline Fuel,18,22,5
Used,T3JR03CDYJ4KVJHZ4,2021,Jeep,Crew Cab Pickup,4,Black,Automatic,4659,29298,Silver,4WD,Gasoline Fuel,17,22,5
Used,BKRU4PZ2XCHJ5GPAU,2019,Mercedes-Benz,Convertible,2,Black,Automatic,20516,29497,Gray,RWD,Gasoline Fuel,23,32,2
Used,5PL9PMPGRPUG8A7ZP,2021,Ford,Crew Cab Pickup,4,Black,Automatic,12710,29498,White,RWD,Gasoline Fuel,17,24,6
Used,WLDWMGDAE09GZ9RR2,2021,Ford,Crew Cab Pickup,4,Black,Automatic,46901,29498,Black,4WD,Gasoline Fuel,18,24,6
Used,1XHP3H05XUECN4WPE,2020,Land Rover,Sport Utility,4,,Automatic,13349,29498,Silver,4WD,Gasoline Fuel,16,21,5
New,V3JUS1AUJ3ENAGXJ9,2020,Jeep,Convertible,4,Black,Automatic,0,29498,Gray,4WD,Hybrid Fuel,19,22,5
Used,ZSLZDSBVRP4L9PFBZ,2022,Ford,Crew Cab Pickup,4,Black,Automatic,62748,29498,White,4WD,Gasoline Fuel,16,22,6
New,EL6XJMBVK102YKCEH,2021,BMW,2dr Car,2,Black,Automatic,0,29498,Blue,RWD,Gasoline Fuel,26,34,4
New,F33MT58VX76FVH7JE,2024,Ford,Convertible,2,Black,Automatic,0,29498,Black,RWD,Gasoline Fuel,22,33,4
Used,JK60V37C2H23PETK5,2021,Ford,Crew Cab Pickup,4,Black,Automatic,43791,29498,Black,4WD,Gasoline Fuel,18,24,6
Used,2AGUHUYD5MJ8U1WNP,2021,Ram,Crew Cab Pickup,4,Black,Automatic,36016,29498,Gray,RWD,Gasoline Fuel,15,22,6
Used,LHFF0F9RLU075SJLH,2021,Land Rover,Sport Utility,4,Black,Automatic,48992,29898,Red,4WD,Hybrid Fuel,20,26,5
Used,UA7EZ2MAPD6SZLVAN,2021,BMW,4dr Car,4,,Automatic,30584,29997,Gray,RWD,Hybrid Fuel,25,32,5
Used,LDTMAMFH0Y2B3YXM1,2022,INFINITI,4dr Car,4,Gray,Automatic,42796,29998,Black,RWD,Gasoline Fuel,20,26,5
New,KHEFGETD097TWN9S0,2023,Mercedes-Benz,Sport Utility,4,Black,Automatic,0,29998,Black,AWD,Gasoline Fuel,22,30,5
Used,KZTECAEXARSJN31A1,2021,Jeep,Convertible,4,Black,Automatic,35259,29998,Black,4WD,Diesel Fuel,22,29,5
New,G37AHTW1V18RMTZEY,2019,Land Rover,Sport Utility,4,,Automatic,0,29998,White,4WD,Diesel Fuel,22,28,5
New,B2KK4EKTRNE70Z55N,2021,Porsche,Sport Utility,4,Black,Automatic,0,29998,White,AWD,Gasoline Fuel,19,23,5
Used,LR77KPARBXMPTWP4B,2022,Nissan,Sport Utility,4,Black,Automatic,41453,29998,White,RWD,Gasoline Fuel,14,19,8
Used,DUAV9H6EC2T10577F,2021,BMW,4dr Car,4,Black,Automatic,34815,29998,Silver,RWD,Hybrid Fuel,25,32,5
Used,NFNNPN6X6C09C983P,2023,BMW,4dr Car,4,Black,Automatic,19232,29998,Gray,RWD,Hybrid Fuel,,,5
Used,YERJJKGVEJYVFY9C3,2021,Ford,Crew Cab Pickup,4,Tan,Automatic,32507,29998,White,RWD,Gasoline Fuel,20,24,6
Used,YUG5W6NFV9187JYZ4,2020,Ford,3D Cargo Van,3,Black,Automatic,39919,29998,White,RWD,Gasoline Fuel,,,2
New,135RX172FK4L3R2PJ,2021,Jeep,Convertible,2,Black,Automatic,0,29998,Green,4WD,Hybrid Fuel,20,24,4
New,RN50CEEMSRER87AN4,2024,Nissan,Sport Utility,4,Gray,Automatic,0,29998,Black,AWD,Electric Fuel System,101,89,5
Used,CS4D7UGNMES0XKKG4,2021,Jeep,Convertible,4,Black,Automatic,22147,29998,Red,4WD,Hybrid Fuel,20,24,5
Used,LH5EB0F9FTUUNBB9U,2023,Toyota,Crew Cab Pickup,4,,Automatic,3972,29998,,RWD,Gasoline Fuel,19,24,5
New,KSH83FZTG3VNCN8AJ,2022,Ford,Crew Cab Pickup,4,Black,Automatic,0,29998,White,4WD,Gasoline Fuel,18,23,6
Used,DS9BEKXM8C6JADD7Z,2024,Volvo,4dr Car,4,Gray,Automatic,3553,29998,White,FWD,Hybrid Fuel,26,35,5
Used,WMN0VB303YDLEJ9SG,2021,Ford,Crew Cab Pickup,4,Black,Automatic,12921,29998,White,4WD,Gasoline Fuel,20,24,5
Used,A1FLXJR5VM2NH069U,2024,Volvo,4dr Car,4,Gray,Automatic,14333,29998,Blue,AWD,Hybrid Fuel,25,33,5
Used,FHUKB38U7JJYA9LJ4,2023,Ram,Crew Cab Pickup,4,Black,Automatic,2883,29998,White,4WD,Gasoline Fuel,16,23,6
Used,MPXYL2UMTHUP427ST,2023,Honda,Crew Cab Pickup,4,Black,Automatic,16511,29998,Black,AWD,Gasoline Fuel,18,24,5
New,4J1DG3CWBK74YNY2J,2021,Ford,Crew Cab Pickup,4,Black,Automatic,0,29998,Blue,4WD,Gasoline Fuel,18,24,6
Used,HKF1HAGX3E34LG1NW,2022,Mercedes-Benz,Sport Utility,4,Brown,Automatic,17892,29998,Red,RWD,Gasoline Fuel,22,27,5
Used,4T39D5D86CBURRLCM,2023,Volkswagen,Sport Utility,4,Black,Automatic,28393,29998,White,AWD,Gasoline Fuel,18,23,7
New,GF8S34PYCWF36GPW3,2024,Ford,Convertible,2,Black,Automatic,0,29998,White,RWD,Gasoline Fuel,22,33,4
New,E9M4RLDSLXEVDLJHJ,2019,Lexus,4dr Car,4,,Automatic,0,29998,Red,FWD,Gasoline Fuel,22,31,5
Used,AV0XXVRF0RP1092GY,2018,Ram,Crew Cab Pickup,4,Black,Automatic,63242,29998,Black,4WD,Gasoline Fuel,,,6
Used,K8GHA7U8H3BN1HZR6,2021,Ford,Crew Cab Pickup,4,Black,Automatic,51730,29998,Silver,4WD,Gasoline Fuel,17,23,6
Used,RKXUJM1ESGRVX3RWT,2021,Chevrolet,Crew Cab Pickup,4,Black,Automatic,58451,29998,Black,RWD,Gasoline Fuel,17,23,6
Used,T92UYJLAJB0X1HKMK,2022,Chevrolet,Crew Cab Pickup,4,Black,Automatic,30995,30498,Black,4WD,Gasoline Fuel,17,20,6
Used,XUF5DF3R4X78846EY,2023,Nissan,Sport Utility,4,Gray,Automatic,45667,30498,Blue,RWD,Gasoline Fuel,14,19,7
New,T22C0C0HVD92EZJRW,2023,Ford,Crew Cab Pickup,4,Black,Automatic,0,30498,White,4WD,Gasoline Fuel,25,22,6
Used,CF377LGMS0NB4A51V,2021,Ford,Crew Cab Pickup,4,Black,Automatic,49968,30498,Gray,4WD,Gasoline Fuel,18,24,6
New,L837LZ0LLXZ17VAKB,2019,Dodge,2dr Car,2,Black,Automatic,0,30898,Silver,RWD,Gasoline Fuel,15,24,5
Used,2TYSS7U8CGRMGWUR1,2018,Tesla,Sport Utility,4,,Automatic,47513,30898,Black,AWD,Electric Fuel System,86,89,5
Used,A2BYCNG1UC4B1YRXS,2024,Honda,4dr Car,4,Black,Variable,10983,30898,Silver,FWD,Hybrid Fuel,46,41,5
Used,AEEMF6LCG641T72AC,2020,Dodge,2dr Car,2,Black,Automatic,51104,30997,Silver,RWD,Gasoline Fuel,15,24,5
Used,BP0V9MNN95YTVR412,2019,BMW,Sport Utility,4,,Automatic,25426,30997,Blue,AWD,Gasoline Fuel,20,26,5
Used,RD1F0YHFY64DL70Y6,2020,Porsche,Sport Utility,4,Black,Automatic,15026,30997,Blue,AWD,Gasoline Fuel,19,23,5
New,Z9N1YCUL6JBH6XRR1,2022,Hyundai,Sport Utility,4,,Automatic,0,30998,Red,FWD,Gasoline Fuel,19,26,7
New,3E4SGV4KVZ66DZ8NC,2022,Ford,Crew Cab Pickup,4,Black,Automatic,0,30998,White,4WD,Gasoline Fuel,16,22,6
New,R1X0VPG0ATMV4Z98F,2024,BMW,4dr Car,4,Black,Automatic,0,30998,Gray,AWD,Gasoline Fuel,23,33,5
Used,DV6AK6KUDTAZYYTMY,2021,Ford,Crew Cab Pickup,4,Black,Automatic,31234,30998,Black,4WD,Gasoline Fuel,18,24,6
Used,AJC5EAMGZEGMFYY1U,2020,Ram,Crew Cab Pickup,4,Black,Automatic,58262,30998,Gray,4WD,Gasoline Fuel,15,21,5
Used,GC9D8C7AYDGVX2V2F,2022,Chevrolet,Crew Cab Pickup,4,Black,Automatic,43513,30998,White,4WD,Gasoline Fuel,17,20,6
Used,YT8DJK9YE1858L9GG,2019,Chevrolet,Extended Cab Pickup,4,Black,Automatic,41119,30998,,4WD,Gasoline Fuel,16,20,6
Used,A0JBBNTAFUBT4LS0R,2021,Audi,Sport Utility,4,Black,Automatic,13028,30998,Black,AWD,Hybrid Fuel,,,5
New,HPR7PNELM6A06CJEB,2021,Jeep,Convertible,4,Black,Automatic,0,30998,Gray,4WD,Hybrid Fuel,,,5
New,1E9FJ9DJHVSK8B1SH,2021,Mercedes-Benz,Sport Utility,4,Black,Automatic,0,30998,Silver,RWD,Gasoline Fuel,19,26,5
Used,RLXPY46AJN84SCU3C,2022,Jeep,Convertible,4,Black,Automatic,37993,30998,Black,4WD,Gasoline Fuel,19,24,5
Used,59RZZ5RCC9ZKSEEX3,2022,Ram,Crew Cab Pickup,4,Black,Automatic,32431,30998,Silver,4WD,Hybrid Fuel,19,24,5
Used,P8ZPH25R4661C8XJ8,2023,Ram,Crew Cab Pickup,4,Gray,Automatic,52191,30998,White,4WD,Hybrid Fuel,17,22,6
Used,AR5C6P23C2ECALBVG,2024,Chrysler,"Mini-van, Passenger",4,Black,Automatic,18003,30998,White,FWD,Gasoline Fuel,19,28,7
Used,MHVSZSXNNKGLARNEY,2022,Subaru,Sport Utility,4,Brown,Variable,21744,30998,Black,AWD,Gasoline Fuel,20,26,7
New,KMXUM8HHGK49HR5PE,2023,Ford,Crew Cab Pickup,4,Black,Automatic,0,30998,Black,RWD,Gasoline Fuel,18,25,6
Used,H9BMG5CT2P7CR3M4R,2020,Land Rover,Sport Utility,4,,Automatic,38618,30998,White,4WD,Gasoline Fuel,21,27,5
