VIN,Type,Year,Make,Model,Body,Doors,Ext_Color_Generic,Int_Color_Generic,EngineCylinders,Transmission,Miles,SellingPrice,Engine_Block_Type,Engine_Description,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,MarketClass,PassengerCapacity
4163296XWRS9ZPZE9,New,2021,Jaguar,E-PACE,Sport Utility,4,Gray,Red,4,Automatic,0,27998,I,Intercooled Turbo Gas/Electric I-4 2.0 L/122,AWD,Hybrid Fuel,21,26,4WD Sport Utility Vehicles,5
CGHSLRL9TND1MUL27,Used,2021,Ford,F-150,Extended Cab Pickup,4,Gray,Black,6,Automatic,43412,27998,V,Regular Unleaded 2.7 L EcoBoost,4WD,Gasoline Fuel,18,24,4WD Standard Pickup Trucks,6
FYSEYL5SAXAXPELJT,Used,2023,Mercedes-Benz,EQB,Sport Utility,4,White,Black,,Automatic,6461,27998,I,Electric,FWD,Electric Fuel System,,,2WD Sport Utility Vehicles,5
4U4BA2NA956TP51FH,Used,2023,Mazda,CX-9,Sport Utility,4,Blue,Black,4,Automatic,12116,27998,I,Intercooled Turbo Regular Unleaded I-4 2.5 L/152,AWD,Gasoline Fuel,20,26,4WD Sport Utility Vehicles,6
GNDH4W0EYVD9RDZTP,New,2021,Honda,Pilot,Sport Utility,4,White,Black,6,Automatic,0,27998,V,Regular Unleaded V-6 3.5 L/212,FWD,Gasoline Fuel,20,27,2WD Sport Utility Vehicles,8
J9CMVJH6NCJS3H32Y,New,2021,Ram,1500,Crew Cab Pickup,4,Black,Gray,6,Automatic,0,27998,V,Gas/Electric V-6 3.6 L/220,4WD,Hybrid Fuel,19,24,4WD Standard Pickup Trucks,6
ZWCD4VB3J118SXGXD,New,2022,Honda,Pilot,Sport Utility,4,White,Tan,6,Automatic,0,27998,V,Regular Unleaded V-6 3.5 L/212,AWD,Gasoline Fuel,19,26,4WD Sport Utility Vehicles,8
CGP5UGHKC8MGD6AHL,New,2023,Hyundai,IONIQ 6,4dr Car,4,Green,Black,,Automatic,0,27998,I,Electric,RWD,Electric Fuel System,129,105,4-door Mid-Size Passenger Car,5
T3UHB0LGKT3RYZDNK,Used,2021,Jeep,Wrangler,Convertible,4,Black,Black,4,Automatic,39726,27998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,4WD,Gasoline Fuel,20,24,4WD Sport Utility Vehicles,5
FGP0FWD8YJCKP8PYM,Used,2021,Volkswagen,Atlas Cross Sport,Sport Utility,4,Gray,Black,6,Automatic,45558,27998,V,Regular Unleaded V-6 3.6 L/220,AWD,Gasoline Fuel,17,23,4WD Sport Utility Vehicles,5
CD7P6LXF0TNDVWEBW,New,2021,Jeep,Wrangler,Convertible,4,Black,Black,4,Automatic,0,27998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,4WD,Gasoline Fuel,20,24,4WD Sport Utility Vehicles,5
RX7F29X9FGWK69L4Z,Used,2023,BMW,3 Series,4dr Car,4,Black,Black,4,Automatic,31809,27998,I,Intercooled Turbo Gas/Electric I-4 2.0 L/122,RWD,Hybrid Fuel,,,4-door Compact Passenger Car,5
U8SCC5KT6VHBG4SLS,Used,2023,Ram,1500 Classic,Crew Cab Pickup,4,Silver,Black,8,Automatic,30316,27998,V,Regular Unleaded V-8 5.7 L/345,4WD,Gasoline Fuel,15,20,4WD Standard Pickup Trucks,6
W61RST1XYTRCFSDAL,Used,2023,Hyundai,IONIQ 5,Sport Utility,4,Blue,Gray,,Automatic,15628,27998,I,Electric,AWD,Electric Fuel System,110,87,4-door Large Passenger Car,5
R3NXCCUCEP5ZYYC9L,New,2018,Chevrolet,Silverado 1500,Crew Cab Pickup,4,Blue,Gray,8,Automatic,0,27998,V,Gas V8 5.3L/325,RWD,Gasoline Fuel,16,23,2WD Standard Pickup Trucks,6
3NMJNMVV1XX9YX6HY,Used,2021,Jeep,Gladiator,Crew Cab Pickup,4,White,Black,6,Automatic,50083,27998,V,Regular Unleaded V-6 3.6 L/220,4WD,Gasoline Fuel,17,22,4WD Standard Pickup Trucks,5
C7A7EWWGG7PY6U6LN,New,2021,Jeep,Wrangler,Convertible,4,Gray,Black,4,Automatic,0,27998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,4WD,Gasoline Fuel,20,24,4WD Sport Utility Vehicles,5
R1VNP36BZXJWSKSP4,Used,2019,Chevrolet,Camaro,Convertible,2,Silver,Black,8,Automatic,18735,28497,V,Gas V8 6.2L/376,RWD,Gasoline Fuel,16,27,2-door Compact Passenger Car,4
KPL3NAX58H7JXP6HZ,Used,2024,Hyundai,IONIQ 5,Sport Utility,4,Black,Gray,,Automatic,3767,28498,I,Electric,AWD,Electric Fuel System,,,4-door Large Passenger Car,5
HFFKXANLJDP1R9JLZ,Used,2022,INFINITI,Q60,2dr Car,2,White,Gray,6,Automatic,22629,28498,V,Twin Turbo Premium Unleaded V-6 3.0 L/183,RWD,Gasoline Fuel,19,28,2-door Sub-Compact Passenger Car,4
EVCHAJZX2F4W9NH92,Used,2022,Volkswagen,Atlas,Sport Utility,4,White,Black,6,Automatic,41313,28498,V,Regular Unleaded V-6 3.6 L/220,AWD,Gasoline Fuel,17,23,4WD Sport Utility Vehicles,7
L9B1HVUPL0YFT27UP,Used,2021,Jeep,Wrangler,Convertible,4,Gray,Black,4,Automatic,26947,28498,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,4WD,Gasoline Fuel,20,24,4WD Sport Utility Vehicles,5
CKLYA07C0TNHA3Z8X,New,2022,Ford,F-150,Crew Cab Pickup,4,Silver,Black,8,Automatic,0,28498,V,Regular Unleaded V8 5.0 L,4WD,Gasoline Fuel,16,22,4WD Standard Pickup Trucks,6
VZKW5P3X77WSP6DGU,Used,2020,Land Rover,Range Rover Velar,Sport Utility,4,Red,Black,6,Automatic,57751,28498,V,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,4WD,Gasoline Fuel,18,24,4WD Sport Utility Vehicles,5
2TPUEF3C212P0MRCK,New,2021,Land Rover,Range Rover Sport,Sport Utility,4,Blue,Blue,6,Automatic,0,28498,I,Intercooled Turbo Gas/Electric I-6 3.0 L/183,4WD,Hybrid Fuel,19,24,4WD Sport Utility Vehicles,5
RTZSDARG4LDEGDRX0,New,2021,Toyota,Tacoma 4WD,Crew Cab Pickup,4,Silver,Gray,6,Automatic,0,28498,V,Regular Unleaded V-6 3.5 L/211,4WD,Gasoline Fuel,18,22,4WD Small Pickup Trucks,5
1UJF9BPU0FP8UX1PK,New,2020,Land Rover,Range Rover Velar,Sport Utility,4,Black,Black,4,Automatic,0,28498,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,4WD,Gasoline Fuel,21,27,4WD Sport Utility Vehicles,5
ZH23PY57803B2LGUF,Used,2020,Ram,1500,Crew Cab Pickup,4,Black,Black,8,Automatic,37879,28498,V,Regular Unleaded V-8 5.7 L/345,4WD,Gasoline Fuel,15,21,4WD Standard Pickup Trucks,6
V1R8J41X99739U4H0,New,2020,Ford,F-150,Crew Cab Pickup,4,Red,Gray,6,Automatic,0,28498,V,Regular Unleaded 3.5 L EcoBoost,RWD,Gasoline Fuel,17,23,2WD Standard Pickup Trucks,6
WKBSHG2MLEPWWVM82,New,2021,Audi,Q5,Sport Utility,4,Gray,Black,4,Automatic,0,28498,I,Intercooled Turbo Gas/Electric I-4 2.0 L/121,AWD,Hybrid Fuel,23,28,4WD Sport Utility Vehicles,5
U5LMBFMF1JWAU8ZZS,New,2023,Nissan,ARIYA,Sport Utility,4,White,Gray,,Automatic,0,28498,I,Electric,AWD,Electric Fuel System,,,Small Wagon,5
42MBYKTVDFDH13JTA,Used,2023,Nissan,ARIYA,Sport Utility,4,White,Gray,,Automatic,9593,28498,I,Electric,AWD,Electric Fuel System,,,Small Wagon,5
JXXRPH62TYY1YNT0C,Used,2021,Ford,F-150,Crew Cab Pickup,4,Black,Gray,6,Automatic,54659,28498,V,Regular Unleaded V-6 3.3 L/204,4WD,Gasoline Fuel,19,22,4WD Standard Pickup Trucks,6
XCDTL4YJ2ETEWZG56,Used,2022,Jaguar,E-PACE,Sport Utility,4,Gray,Black,4,Automatic,29052,28698,I,Intercooled Turbo Gas/Electric I-4 2.0 L/122,AWD,Hybrid Fuel,21,26,4WD Sport Utility Vehicles,5
ZAZPXAZ9PTR3DWYYL,Used,2022,Ford,F-150,Crew Cab Pickup,4,White,Black,8,Automatic,78626,28798,V,Regular Unleaded V8 5.0 L,4WD,Gasoline Fuel,16,22,4WD Standard Pickup Trucks,6
XL4S4K2GYG6PV6THH,Used,2020,Chevrolet,Silverado 1500,Crew Cab Pickup,4,Red,Black,6,Automatic,77079,28898,I,Turbocharged Diesel I6 3.0L/183,4WD,Diesel Fuel,23,29,4WD Standard Pickup Trucks,6
ZNS0VFD3K20PC03FT,Used,2023,Chevrolet,Traverse,Sport Utility,4,Gray,Black,6,Automatic,25289,28997,V,Gas V6 3.6L/217,FWD,Gasoline Fuel,18,27,2WD Sport Utility Vehicles,7
4BHBDN095EBS363HM,New,2022,Chevrolet,Silverado 1500 LTD,Crew Cab Pickup,4,White,Black,4,Automatic,0,28997,I,Turbocharged Gas I4 2.7L/166,RWD,Gasoline Fuel,19,22,2WD Standard Pickup Trucks,6
C6SWXFEE78V9Z2G69,Used,2020,Mercedes-Benz,GLE,Sport Utility,4,White,Gray,4,Automatic,66775,28998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,RWD,Gasoline Fuel,19,26,2WD Sport Utility Vehicles,5
119AE4TJWLLBN9XT9,New,2021,Audi,A6,4dr Car,4,Black,Black,4,Automatic,0,28998,I,Intercooled Turbo Gas/Electric I-4 2.0 L/121,AWD,Hybrid Fuel,23,31,4-door Mid-Size Passenger Car,5
N0A4CKG1K5KMSKE21,Used,2021,Ford,F-150,Crew Cab Pickup,4,Gray,Black,6,Automatic,46515,28998,V,Regular Unleaded 2.7 L EcoBoost,4WD,Gasoline Fuel,18,24,4WD Standard Pickup Trucks,6
B4HXFB07TG4EAS1TB,New,2022,Acura,RDX,Sport Utility,4,Blue,Beige,4,Automatic,0,28998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,AWD,Gasoline Fuel,21,27,4WD Sport Utility Vehicles,5
ZFHJT13ZP07B6R92X,Used,2021,Chevrolet,Silverado 1500,Crew Cab Pickup,4,White,Black,8,Automatic,65130,28998,V,Gas V8 5.3L/325,RWD,Gasoline Fuel,17,23,2WD Standard Pickup Trucks,6
JAHX7V21RPRZK2895,Used,2023,Hyundai,Santa Cruz,Crew Cab Pickup,4,Gray,Gray,4,Automatic,30905,28998,I,Intercooled Turbo Regular Unleaded I-4 2.5 L/152,AWD,Gasoline Fuel,19,27,4WD Sport Utility Vehicles,5
J7NXX800SBLJT9116,Used,2020,Chevrolet,Silverado 1500,Crew Cab Pickup,4,Silver,Black,8,Automatic,75057,28998,V,Gas V8 5.3L/325,4WD,Gasoline Fuel,16,22,4WD Standard Pickup Trucks,6
RSHDJ53J81VVGCZ7U,Used,2024,BMW,2 Series,4dr Car,4,Gray,Black,4,Automatic,17875,28998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,24,34,4-door Compact Passenger Car,5
B0ZG1W5SJ3XPNHWEJ,Used,2023,Nissan,Titan,Crew Cab Pickup,4,White,Black,8,Automatic,33940,28998,V,Premium Unleaded V-8 5.6 L/339,4WD,Gasoline Fuel,15,21,4WD Standard Pickup Trucks,6
E86PT6XJEDS2PK4RJ,Used,2021,Land Rover,Range Rover Evoque,Sport Utility,4,Black,Black,4,Automatic,37124,28998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,AWD,Gasoline Fuel,20,27,4WD Sport Utility Vehicles,5
2JAHW9XL0KYSPCHV6,New,2021,Jeep,Wrangler,Convertible,4,White,Black,6,Automatic,0,28998,V,Gas/Electric V-6 3.6 L/220,4WD,Hybrid Fuel,20,24,4WD Sport Utility Vehicles,5
22F2JU8V30UR2BLLT,Used,2021,Jaguar,F-PACE,Sport Utility,4,Gray,Tan,4,Automatic,48094,28998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,AWD,Gasoline Fuel,22,27,4WD Sport Utility Vehicles,5
TMF0YRF3T7V573FE7,Used,2023,Audi,Q5,Sport Utility,4,Black,Black,4,Automatic,35219,28998,I,Intercooled Turbo Gas/Electric I-4 2.0 L/121,AWD,Hybrid Fuel,23,29,4WD Sport Utility Vehicles,5
HVDFUH5DCA0LVUTGE,New,2022,INFINITI,QX55,Sport Utility,4,Gray,Gray,4,Variable,0,28998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/120,AWD,Gasoline Fuel,22,28,4WD Sport Utility Vehicles,5
WSB16ZNVSX1HGWRGD,New,2021,Ford,F-150,Extended Cab Pickup,4,Blue,Tan,6,Automatic,0,28998,V,Regular Unleaded 2.7 L EcoBoost,RWD,Gasoline Fuel,20,26,2WD Standard Pickup Trucks,6
HFVM3HW94SYL4CP7J,Used,2021,Jeep,Wrangler,Convertible,4,Black,Black,6,Automatic,35191,28998,V,Gas/Electric V-6 3.6 L/220,4WD,Hybrid Fuel,20,24,4WD Sport Utility Vehicles,5
XR2UF1NA1NYDED013,Used,2020,Ram,1500,Crew Cab Pickup,4,Blue,Black,8,Automatic,60179,28998,V,Regular Unleaded V-8 5.7 L/345,4WD,Gasoline Fuel,17,22,4WD Standard Pickup Trucks,6
XC0U2H8U9YEUFS6A6,Used,2022,Chevrolet,Silverado 1500,Crew Cab Pickup,4,Red,Black,4,Automatic,73545,28998,I,Turbocharged Gas I4 2.7L/166,4WD,Gasoline Fuel,17,20,4WD Standard Pickup Trucks,6
XMZL88BXLN6LD5CDA,New,2022,Chevrolet,Silverado 1500 LTD,Crew Cab Pickup,4,Gray,Black,4,Automatic,0,28998,I,Turbocharged Gas I4 2.7L/166,RWD,Gasoline Fuel,19,22,2WD Standard Pickup Trucks,6
HEU6D5JDTLJA8X3X0,Used,2021,Ram,1500,Crew Cab Pickup,4,Gray,Black,6,Automatic,24375,28998,V,Gas/Electric V-6 3.6 L/220,4WD,Hybrid Fuel,19,24,4WD Standard Pickup Trucks,6
TV1FAKXMCWU1HDYF3,Used,2021,Jeep,Wrangler,Convertible,4,Green,Black,4,Automatic,20820,28998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,4WD,Gasoline Fuel,20,24,4WD Sport Utility Vehicles,5
BF5E1WDKJT7X6ZA1F,Used,2023,Hyundai,Santa Fe,Sport Utility,4,Silver,Gray,4,Automatic,11800,28998,I,Intercooled Turbo Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,22,28,2WD Sport Utility Vehicles,5
ZMV8VDJAS16C6BKMW,New,2021,Ford,F-150,Crew Cab Pickup,4,Silver,Black,6,Automatic,0,29298,V,Regular Unleaded 2.7 L EcoBoost,4WD,Gasoline Fuel,18,24,4WD Standard Pickup Trucks,6
DXLB7CVABFNCPAX8J,Used,2021,Toyota,Tacoma 4WD,Crew Cab Pickup,4,Gray,Gray,6,Automatic,32107,29298,V,Regular Unleaded V-6 3.5 L/211,4WD,Gasoline Fuel,18,22,4WD Small Pickup Trucks,5
T3JR03CDYJ4KVJHZ4,Used,2021,Jeep,Gladiator,Crew Cab Pickup,4,Silver,Black,6,Automatic,4659,29298,V,Regular Unleaded V-6 3.6 L/220,4WD,Gasoline Fuel,17,22,4WD Standard Pickup Trucks,5
BKRU4PZ2XCHJ5GPAU,Used,2019,Mercedes-Benz,SLC,Convertible,2,Gray,Black,4,Automatic,20516,29497,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,RWD,Gasoline Fuel,23,32,Two-seater Passenger Car,2
5PL9PMPGRPUG8A7ZP,Used,2021,Ford,F-150,Crew Cab Pickup,4,White,Black,8,Automatic,12710,29498,V,Regular Unleaded V8 5.0 L,RWD,Gasoline Fuel,17,24,2WD Standard Pickup Trucks,6
WLDWMGDAE09GZ9RR2,Used,2021,Ford,F-150,Crew Cab Pickup,4,Black,Black,6,Automatic,46901,29498,V,Regular Unleaded 2.7 L EcoBoost,4WD,Gasoline Fuel,18,24,4WD Standard Pickup Trucks,6
1XHP3H05XUECN4WPE,Used,2020,Land Rover,Discovery,Sport Utility,4,Silver,Black,6,Automatic,13349,29498,V,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,4WD,Gasoline Fuel,16,21,4WD Sport Utility Vehicles,5
V3JUS1AUJ3ENAGXJ9,New,2020,Jeep,Wrangler Unlimited,Convertible,4,Gray,Black,6,Automatic,0,29498,V,Gas/Electric V-6 3.6 L/220,4WD,Hybrid Fuel,19,22,4WD Sport Utility Vehicles,5
ZSLZDSBVRP4L9PFBZ,Used,2022,Ford,F-150,Crew Cab Pickup,4,White,Black,8,Automatic,62748,29498,V,Regular Unleaded V8 5.0 L,4WD,Gasoline Fuel,16,22,4WD Standard Pickup Trucks,6
EL6XJMBVK102YKCEH,New,2021,BMW,4 Series,2dr Car,2,Blue,Black,4,Automatic,0,29498,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,RWD,Gasoline Fuel,26,34,2-door Sub-Compact Passenger Car,4
F33MT58VX76FVH7JE,New,2024,Ford,Mustang,Convertible,2,Black,Black,4,Automatic,0,29498,I,Intercooled Turbo Premium Unleaded I-4 2.3 L/140,RWD,Gasoline Fuel,22,33,2-door Sub-Compact Passenger Car,4
JK60V37C2H23PETK5,Used,2021,Ford,F-150,Crew Cab Pickup,4,Black,Black,6,Automatic,43791,29498,V,Regular Unleaded 2.7 L EcoBoost,4WD,Gasoline Fuel,18,24,4WD Standard Pickup Trucks,6
2AGUHUYD5MJ8U1WNP,Used,2021,Ram,1500,Crew Cab Pickup,4,Gray,Black,8,Automatic,36016,29498,V,Regular Unleaded V-8 5.7 L/345,RWD,Gasoline Fuel,15,22,2WD Standard Pickup Trucks,6
LHFF0F9RLU075SJLH,Used,2021,Land Rover,Range Rover Velar,Sport Utility,4,Red,Black,6,Automatic,48992,29898,I,Intercooled Turbo Gas/Electric I-6 3.0 L/183,4WD,Hybrid Fuel,20,26,4WD Sport Utility Vehicles,5
UA7EZ2MAPD6SZLVAN,Used,2021,BMW,5 Series,4dr Car,4,Gray,Beige,6,Automatic,30584,29997,I,Intercooled Turbo Gas/Electric I-6 3.0 L/183,RWD,Hybrid Fuel,25,32,4-door Mid-Size Passenger Car,5
LDTMAMFH0Y2B3YXM1,Used,2022,INFINITI,Q50,4dr Car,4,Black,Gray,6,Automatic,42796,29998,V,Twin Turbo Premium Unleaded V-6 3.0 L/183,RWD,Gasoline Fuel,20,26,4-door Mid-Size Passenger Car,5
KHEFGETD097TWN9S0,New,2023,Mercedes-Benz,GLB,Sport Utility,4,Black,Black,4,Automatic,0,29998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,AWD,Gasoline Fuel,22,30,4WD Sport Utility Vehicles,5
KZTECAEXARSJN31A1,Used,2021,Jeep,Wrangler,Convertible,4,Black,Black,6,Automatic,35259,29998,V,Intercooled Turbo Diesel V-6 3.0 L/182,4WD,Diesel Fuel,22,29,4WD Sport Utility Vehicles,5
G37AHTW1V18RMTZEY,New,2019,Land Rover,Range Rover Sport,Sport Utility,4,White,Beige,6,Automatic,0,29998,V,Intercooled Turbo Diesel V-6 3.0 L/183,4WD,Diesel Fuel,22,28,4WD Sport Utility Vehicles,5
B2KK4EKTRNE70Z55N,New,2021,Porsche,Macan,Sport Utility,4,White,Black,4,Automatic,0,29998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,AWD,Gasoline Fuel,19,23,4WD Sport Utility Vehicles,5
LR77KPARBXMPTWP4B,Used,2022,Nissan,Armada,Sport Utility,4,White,Black,8,Automatic,41453,29998,V,Regular Unleaded V-8 5.6 L/339,RWD,Gasoline Fuel,14,19,2WD Sport Utility Vehicles,8
DUAV9H6EC2T10577F,Used,2021,BMW,5 Series,4dr Car,4,Silver,Black,6,Automatic,34815,29998,I,Intercooled Turbo Gas/Electric I-6 3.0 L/183,RWD,Hybrid Fuel,25,32,4-door Mid-Size Passenger Car,5
NFNNPN6X6C09C983P,Used,2023,BMW,3 Series,4dr Car,4,Gray,Black,4,Automatic,19232,29998,I,Intercooled Turbo Gas/Electric I-4 2.0 L/122,RWD,Hybrid Fuel,,,4-door Compact Passenger Car,5
YERJJKGVEJYVFY9C3,Used,2021,Ford,F-150,Crew Cab Pickup,4,White,Tan,6,Automatic,32507,29998,V,Regular Unleaded V-6 3.3 L/204,RWD,Gasoline Fuel,20,24,2WD Standard Pickup Trucks,6
YUG5W6NFV9187JYZ4,Used,2020,Ford,Transit Cargo Van,3D Cargo Van,3,White,Black,6,Automatic,39919,29998,V,Regular Unleaded V-6 3.5 L/213,RWD,Gasoline Fuel,,,Cargo Vans,2
135RX172FK4L3R2PJ,New,2021,Jeep,Wrangler,Convertible,2,Green,Black,6,Automatic,0,29998,V,Gas/Electric V-6 3.6 L/220,4WD,Hybrid Fuel,20,24,4WD Sport Utility Vehicles,4
RN50CEEMSRER87AN4,New,2024,Nissan,ARIYA,Sport Utility,4,Black,Gray,,Automatic,0,29998,I,Electric,AWD,Electric Fuel System,101,89,Small Wagon,5
CS4D7UGNMES0XKKG4,Used,2021,Jeep,Wrangler,Convertible,4,Red,Black,6,Automatic,22147,29998,V,Gas/Electric V-6 3.6 L/220,4WD,Hybrid Fuel,20,24,4WD Sport Utility Vehicles,5
LH5EB0F9FTUUNBB9U,Used,2023,Toyota,Tacoma 2WD,Crew Cab Pickup,4,Blue,Gray,6,Automatic,3972,29998,V,Regular Unleaded V-6 3.5 L/211,RWD,Gasoline Fuel,19,24,2WD Small Pickup Trucks,5
KSH83FZTG3VNCN8AJ,New,2022,Ford,F-150,Crew Cab Pickup,4,White,Black,6,Automatic,0,29998,V,Regular Unleaded V6 3.5 L EcoBoost,4WD,Gasoline Fuel,18,23,4WD Standard Pickup Trucks,6
DS9BEKXM8C6JADD7Z,Used,2024,Volvo,S60,4dr Car,4,White,Gray,4,Automatic,3553,29998,I,Intercooled Turbo Gas/Electric I-4 2.0 L/120,FWD,Hybrid Fuel,26,35,4-door Compact Passenger Car,5
WMN0VB303YDLEJ9SG,Used,2021,Ford,Ranger,Crew Cab Pickup,4,White,Black,4,Automatic,12921,29998,I,Intercooled Turbo Regular Unleaded I-4 2.3 L/140,4WD,Gasoline Fuel,20,24,4WD Standard Pickup Trucks,5
A1FLXJR5VM2NH069U,Used,2024,Volvo,S60,4dr Car,4,Blue,Gray,4,Automatic,14333,29998,I,Intercooled Turbo Gas/Electric I-4 2.0 L/120,AWD,Hybrid Fuel,25,33,4-door Compact Passenger Car,5
FHUKB38U7JJYA9LJ4,Used,2023,Ram,1500 Classic,Crew Cab Pickup,4,White,Black,6,Automatic,2883,29998,V,Regular Unleaded V-6 3.6 L/220,4WD,Gasoline Fuel,16,23,4WD Standard Pickup Trucks,6
MPXYL2UMTHUP427ST,Used,2023,Honda,Ridgeline,Crew Cab Pickup,4,Black,Black,6,Automatic,16511,29998,V,Regular Unleaded V-6 3.5 L/212,AWD,Gasoline Fuel,18,24,4WD Standard Pickup Trucks,5
4J1DG3CWBK74YNY2J,New,2021,Ford,F-150,Crew Cab Pickup,4,Blue,Black,6,Automatic,0,29998,V,Regular Unleaded 2.7 L EcoBoost,4WD,Gasoline Fuel,18,24,4WD Standard Pickup Trucks,6
HKF1HAGX3E34LG1NW,Used,2022,Mercedes-Benz,GLC,Sport Utility,4,Red,Brown,4,Automatic,17892,29998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,RWD,Gasoline Fuel,22,27,2WD Sport Utility Vehicles,5
4T39D5D86CBURRLCM,Used,2023,Volkswagen,Atlas,Sport Utility,4,White,Black,6,Automatic,28393,29998,V,Regular Unleaded V-6 3.6 L/220,AWD,Gasoline Fuel,18,23,4WD Sport Utility Vehicles,7
GF8S34PYCWF36GPW3,New,2024,Ford,Mustang,Convertible,2,White,Black,4,Automatic,0,29998,I,Intercooled Turbo Premium Unleaded I-4 2.3 L/140,RWD,Gasoline Fuel,22,33,2-door Sub-Compact Passenger Car,4
E9M4RLDSLXEVDLJHJ,New,2019,Lexus,ES,4dr Car,4,Red,Beige,6,Automatic,0,29998,V,Regular Unleaded V-6 3.5 L/211,FWD,Gasoline Fuel,22,31,4-door Mid-Size Passenger Car,5
AV0XXVRF0RP1092GY,Used,2018,Ram,3500,Crew Cab Pickup,4,Black,Black,8,Automatic,63242,29998,V,Regular Unleaded V-8 6.4 L/392,4WD,Gasoline Fuel,,,4WD Standard Pickup Trucks,6
K8GHA7U8H3BN1HZR6,Used,2021,Ford,F-150,Crew Cab Pickup,4,Silver,Black,6,Automatic,51730,29998,V,Regular Unleaded V6 3.5 L EcoBoost,4WD,Gasoline Fuel,17,23,4WD Standard Pickup Trucks,6
RKXUJM1ESGRVX3RWT,Used,2021,Chevrolet,Silverado 1500,Crew Cab Pickup,4,Black,Black,8,Automatic,58451,29998,V,Gas V8 5.3L/325,RWD,Gasoline Fuel,17,23,2WD Standard Pickup Trucks,6
T92UYJLAJB0X1HKMK,Used,2022,Chevrolet,Silverado 1500 LTD,Crew Cab Pickup,4,Black,Black,4,Automatic,30995,30498,I,Turbocharged Gas I4 2.7L/166,4WD,Gasoline Fuel,17,20,4WD Standard Pickup Trucks,6
XUF5DF3R4X78846EY,Used,2023,Nissan,Armada,Sport Utility,4,Blue,Gray,8,Automatic,45667,30498,V,Regular Unleaded V-8 5.6 L/339,RWD,Gasoline Fuel,14,19,2WD Sport Utility Vehicles,7
T22C0C0HVD92EZJRW,New,2023,Ford,F-150,Crew Cab Pickup,4,White,Black,8,Automatic,0,30498,V,Regular Unleaded V8 5.0 L,4WD,Gasoline Fuel,25,22,4WD Standard Pickup Trucks,6
CF377LGMS0NB4A51V,Used,2021,Ford,F-150,Crew Cab Pickup,4,Gray,Black,6,Automatic,49968,30498,V,Regular Unleaded 2.7 L EcoBoost,4WD,Gasoline Fuel,18,24,4WD Standard Pickup Trucks,6
L837LZ0LLXZ17VAKB,New,2019,Dodge,Challenger,2dr Car,2,Silver,Black,8,Automatic,0,30898,V,Premium Unleaded V-8 6.4 L/392,RWD,Gasoline Fuel,15,24,2-door Mid-Size Passenger Car,5
2TYSS7U8CGRMGWUR1,Used,2018,Tesla,Model X,Sport Utility,4,Black,Beige,,Automatic,47513,30898,I,Electric,AWD,Electric Fuel System,86,89,4WD Sport Utility Vehicles,5
A2BYCNG1UC4B1YRXS,Used,2024,Honda,Accord Hybrid,4dr Car,4,Silver,Black,4,Variable,10983,30898,I,Gas/Electric I-4 2.0 L/122,FWD,Hybrid Fuel,46,41,4-door Large Passenger Car,5
AEEMF6LCG641T72AC,Used,2020,Dodge,Challenger,2dr Car,2,Silver,Black,8,Automatic,51104,30997,V,Premium Unleaded V-8 6.4 L/392,RWD,Gasoline Fuel,15,24,2-door Mid-Size Passenger Car,5
BP0V9MNN95YTVR412,Used,2019,BMW,X5,Sport Utility,4,Blue,Beige,6,Automatic,25426,30997,I,Intercooled Turbo Premium Unleaded I-6 3.0 L/183,AWD,Gasoline Fuel,20,26,4WD Sport Utility Vehicles,5
RD1F0YHFY64DL70Y6,Used,2020,Porsche,Macan,Sport Utility,4,Blue,Black,4,Automatic,15026,30997,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,AWD,Gasoline Fuel,19,23,4WD Sport Utility Vehicles,5
Z9N1YCUL6JBH6XRR1,New,2022,Hyundai,Palisade,Sport Utility,4,Red,Beige,6,Automatic,0,30998,V,Regular Unleaded V-6 3.8 L/231,FWD,Gasoline Fuel,19,26,2WD Sport Utility Vehicles,7
